"target_probability","total_n","n_per_arm","true_ratio","reduction_percent","sdlog","max_central_SD_approx","next_upper_SD","probability_success_at_max","MCSE","tolerance"
0.9,40,20,0.5,50,0.15,0.292333984375,0.29287109375,0.9004,0.00211754386023053,0.001
0.8,40,20,0.5,50,0.15,0.34873046875,0.349267578125,0.8002,0.00282736591193995,0.001
